teacher,Question,Answer
서채은,"안녕하세요 선생님
오늘은 12월31일 인데요
가수 별의 12월32일 노래  들여 보셨어요
원이 빙그르르 돌아서 내려올때
원이 자전하면서 돌아서 내려오는지","울제자, 지난해 마무리는 잘했나요?
""12월 32일"" 쌤도 많이 즐겨 들었던 노래랍니다^^
 원의 자전은 생각하지 않아요.
수학문제이므로, 과학적인 원리는 빼고, 보이는 그대로 이해해주세요."
서채은,"0430 안녕하세요
 n각형에서
변의 갯수가 n개이면 꼭짓점의갯수도 n개인 이유는
한개의 변이 두개의 꼭짓점을 연결한 선분이지만
 한개의 꼭짓점이 양쪽으로 두 변에 사용되었기","안녕하세요~  채은쌤입니다~
 네~맞아요~
울제자 정확하게 잘 알고있네요~
삼각형 ABC에서 꼭짓점은 A,B,C이고, 변은 선분 AB,선분BC,선분AC 이므로,"
서채은,"안녕하세요 다른 방법을 생각해보았습니다.
각x를 한각으로 하는 삼각형 AFG(F는 각y의꼭지점)
각EAG =각BAF 을각a라놓으면 각x+2각a=108도
삼각형 ACD에서 그림의 아래 두 밑각중 하나인
각 ADC=(180도-각x)/2 이고요","와우...쌤도 생각지 못한 풀이예요~.
사각형의 내각의 합을 잘 이용했네요.
연립방정식 풀이가 복잡하긴 했지만, 식을 아주 잘 세웠네요!
울제자, 실력이 정말 대단합니다.
앞으로도 기대할께요~^^"
서채은,"안녕하세요 각c가 포함된 삼각형에서 나머지 두각을
각A, 각B라하고 
위 삼각형의 두 외각의 크기를
각c+각B, 각c+각A 라고 해요
한편 문제에서  보이는 두개의 사각형의","안녕하세요~ 채은쌤입니다~
 우와~
울제자, 대단한데요~
삼각형의 외각을 이용하다니,,,아주 잘 풀었어요~!!!"
서채은,"안녕하세요
삼각형의 내각의 합의 활용을 할때는
다음 그림에서의 두번째
삼각형ABC가 아니고요 삼각형 DBC 인것
같아요  ","에고,,,오류네요ㅜㅜ
(ⅱ)는 삼각형DBC가 맞아요.
울제자 헷갈리게해서 미안하고요, 알려줘서 고마워요^^
 그럼, 강의에서 만나요~ "
서채은,"안녕하세요
0306 두 삼각형이 SAS 합동이므로
각 PEC= 각 PDC 이고요
구하는 각BPD의 크기는
이웃하지 않는 두 내각의 합의 크기와 같으므로","안녕하세요~ 채은쌤입니다~
 답변이 넘 늦어 미안해요~ 쌤이 울제자 질문을 놓쳤네요ㅜㅜ
 울제자, 잘 풀었어요~"
서채은,28쪽에 154도 이해가 잘은 안가요..ㅠ,"154번~
60과 72의 공배수가 된다는 것은 60과 72의 최소공배수의 배수가 된다는 것이므로,
먼저 두수의 최소공배수를 구해주어야해요.
60=2²x3x5 , 72=2³x3² 이므로,
최소공배수는 2³³x3²x5 =360 이 되고요."
서채은,28쪽 151번 이해가 잘 안가요..,"안녕하세요~ 채은쌤입니다~
 두 수의 공배수는 두수의 최소공배수를 찾아준 후, 최소공배수의 배수를 찾아주면 됩니다.
2²x5x7² 과 2³x5x7의 최소공배수는 2³x5x7² 이므로,
보기에서 2³x5x7²의 배수가 아닌 것을 찾으면 되겠죠."
서채은,"0277번 안녕하세요
삼각형에서 가장 긴변의 길이가  
나머지 두변의 길이와 같을때는
포개진다고 해야 되지 않나요
삼각형이 아니라 구멍이 뻥나게 그려질때는","삼각형의 가장 긴변이 다른 두변의 길이의 합과 같을 때,
포개어서 그리면, 직선으로 겹쳐지겠죠.
하지만, 작은 두변을 삼각형의 모양처럼 그리면,
가장 긴변의 길이보다 다른 두 변의 길이의 합이 작을 때와 같은 형태로 그려진답니다~ "
서채은,강좌설명에 매일매일 20분이라고 하셨는데 그럼 매일매일 한 강씩 올라오는 건가요? 그리고 30강은 언제나올까요? ,"안녕하세요~ 채은쌤입니다~
 쌤도 정확한 강의 업데이트 일정은 알 수 없지만,
방송일에 맞추어 올라올 거 같아요.
혹시, 강의 일정이 나오면, 공지사항에 올려드릴께요."
서채은,"0480 안녕하세요
""오른쪽 그림과 같이 AB를 지름으로 하는"" 에서
AB부분을  선분AB 아니면  현AB
어떻게 읽어야 되요?  선생님
 ","480번 그림에서 AB는
원의 지름 = 현AB = 선분AB 모두 맞는 표현이예요~
하지만, 보통 원의 지름이라고 하죠 ^^
 궁금한 점 있으면 다시 질문해 주시고요~"
서채은,"0218 안녕하세요
구할식을 정리하면 각2x이고요
각x는 50도 이므로 정답은 100도 쉽게구할수도
있지만 선생님께서
풀이해주신 동위각 엇각을 이용하는 방법도 알아야","안녕하세요~ 채은쌤입니다~
 울제자는 ∠x +∠z =∠y 임을 이용해서 풀었군요.
아주 잘 풀었어요~
하지만, 울제자가 언급한 것처럼, 이 문제는 동위각과 엇각을 이해하기 위한 문제이므로,"
서채은,"0210 안녕하세요
작은 삼각형은 이등변삼각형이 아닌것 같아요
각BEF=46도, 각 BFE=44도 즉 두 내각이
같지 않기 때문이라고 생각해서요","안녕하세요~ 채은쌤입니다~
 에고...쌤의 실수네요ㅠㅠ
울제자, 헷갈리게해서 미안하고, 알려줘서 고마워요.
 "
서채은,"안녕하세요 (0589 참고)
육면체중에서 모두 직사각형 면으로만 둘러싸여
있는것을 직육면체라고 말씀하셔서
직육면체의 면은 오로지 직사각형이고
정사각형은 아니라고 해석했습니다","안녕하세요~ 채은쌤입니다~
 네~ 맞아요~
6면이 전부 직사각형으로 둘러싸인 도형을 직육면체라고 해요~
 "
서채은,"선생님,교재에 있는 내용과 문제들 전부다 설
명해주시는거 아닌가요? ","안녕하세요~ 채은쌤입니다~
 교재에 나오는 개념들은 거의 다 강의에서 설명해드리고요,
강의에서 교재에 있는 모든 문제들을 다 풀어드리면 좋겠지만 시간관계상 그럴 수 없어 쌤도 안타깝습니다.
울제자, 이해안되는 부분이 있다면, 여기에 질문 올려주시면, 쌤이 답변해 드리겠습니다."
서채은,"안녕하세요
0178 위에서 이 도형을 바라봤다고 했을때
정사각형이 보인다고 하셨고요
또 문제가 맞게 되려면
 직육면체가 아니라 정육면체 또는","안녕하세요~ 채은쌤입니다~
 문제에서 사각뿔OABCD 는 옆면이 모두 정삼각형인라 했으므로, 사각형ABCD는 정사각형이예요~
때문에, 이 입체도형을 위에서 보았을 때, 정사각형ABCD가 되는 거고요~
그럼, 아마도 사각형 ABGC와 같은 직육면체의 옆면이 모두 직사각형이겠죠."
서채은,"0087
다음 그림에서의  그림이
평면에서의 각이잖아요
그런데 어떻게 보면 입체감이 나니까  공간에서의
각처럼 보였어요  ","안녕하세요~ 채은쌤입니다~
 에공..쌤이 울제자 질문을 잘못 이해했네요...
미안하고요,
다음 강의에는 울제자 조언 참고할께요^^"
서채은,"안녕하세요 그림이 입체감이 나는데요
평면처럼 보이게 그릴수는 없는지요 ","안녕하세요~ 채은쌤입니다~
 울제자, 혹시, 칠판에 비춰지는 문제들이 쌤이 판서할 때마다 손에 비춰지는 현상을 말하는 건가요..?
미안하지만, 시스템적인 부분은 쌤이 도와줄 수 없답니다 ㅜㅜ
고객센터에 문의해주세요~"
서채은,28쪽 153번 풀어주세요. ,"안녕하세요~ 채은쌤입니다~
 세 자연수의 비가 2:3:4 라는 것은~
제일 작은 자연수가
2일때는 2,3,4"
서채은,"안녕하세요 0274 답을
ㄷ ㄱ ㄱ ㄴㄴ 이라고 쓰면
틀리나요? ","안녕하세요~ 채은쌤입니다~
 ㉠과㉡이 두개씩 있지만, 같은 점을 작도하는 순서는 한개의 순으로 보아 ㉢㉠㉡만 써준 것이죠~
자세하게 나열한 ㉢㉠㉠㉡㉡ 가 틀렸다고 할 수 없어요~^^ 정답~
 "
서채은,"엠포스유형1하 21쪽 0104문제 풀이는 어디 있나요?
알고싶습니다 ","안녕하세요~ 채은쌤입니다~
 시간관계상 교재에 있는 문제들을 모두 강의에서 풀어드리지 못해 쌤도 안타깝게 생각합니다ㅜㅜ
문제 푸시다가 이해안되는 부분이 있으면, 여기에 질문해 주세요~
쌤이 풀이해드릴께요~"
서채은,"0218 안녕하세요
구할식을 정리하면 각2x이고요
각x는 50도 이므로 정답은 100도 쉽게구할수도
있지만 선생님께서
풀이해주신 동위각 엇각을 이용하는 방법도 알아야","안녕하세요~ 채은쌤입니다~
 울제자는 ∠x +∠z =∠y 임을 이용해서 풀었군요.
아주 잘 풀었어요~
하지만, 울제자가 언급한 것처럼, 이 문제는 동위각과 엇각을 이해하기 위한 문제이므로,"
서채은,"0210 안녕하세요
작은 삼각형은 이등변삼각형이 아닌것 같아요
각BEF=46도, 각 BFE=44도 즉 두 내각이
같지 않기 때문이라고 생각해서요","안녕하세요~ 채은쌤입니다~
 자~
일차방정식의 해가 x=-2라는 것은 -2를 x 대신에 주어진 식에 대입했을때, 식이 성립한다는 거잖아요~
그러므로, 주어진 일차방정식에 x= -2를 대입해서 계산해주면~ "
서채은,p.44 259번 p.45 264번 265번 풀어주세요.,"안녕하세요~ 채은쌤입니다~
 울제자, 질문하는 규칙은 한번에 한 문제씩입니다.
다음 질문부터는 규칙 지켜주시고요,
어느 부분이 이해가 안되는지 좀 더 구체적으로 올려주세요^^"
서채은,"선생님 최소공배수나 최대공약수 할 때
예를 들어 혼자 남게되는 수 있잖아요
2×3×5
  ×3×5가 될 때 2는 쓰나요 쓰지 않나요??","안녕하세요~ 채은쌤입니다~
 울제자,
30 = 2×3×5
15 = 3×5"
서채은,p.93 594번 풀어주세요.. ,"울제자, 질문을 올리실 때에는 어느 부분이 이해가 안되는지 구체적으로 질문해 주세요~
그래야, 쌤이 핵심을 꼭 집어서 설명해 드릴 수 있답니다.
이렇게 그냥 문제만 풀어달라고하시면, 해답지처럼 풀이해 드릴 수 밖에 없어요 ㅠㅠ
다음 질문부터는 참고해 주시고요~
 "
서채은,"p.89 567번,p.90 577번 ,p.91 581번 풀어주세요. ","안녕하세요~ 채은쌤입니다~
 89쪽 567번~
시간=거리/속력 이므로,
준형이가 자전거를 타고 달린 시간은 8/a 가 되고요,"
서채은,p.19 93번 문제 풀어주세요. ,"20쪽 93번~
(1) 12의 약수 : 1, 2, 3, 4, 6, 12
(2) 20의 약수 : 1, 2, 4, 5, 10, 20
(3) 24의 약수 : 1, 2, 3, 4, 6, 8,12, 24
(4) 공약수는 세 수에 공통으로 있는 약수들이므로, 1, 2, 4 이고요,"
서채은,p.69 431번 알려주세요. ,"분배법칙이란,  덧셈과 곱셈에서 두 연산에 대해 전개하여 계산한 값이 전개하기 전의 값과 같은 성질을 말합니다.
문제에서 ①번이 분배법칙을 이용해서 각 분수에 공통으로 곱해져있는 3을 중괄호로 묶어 준 것이잖아요.
나머지 식들은 그냥 분수들을 계산해 준 것이죠."
서채은,삼각형이 만들어질려면 세변의 길이중 가장 작은 길이는 나머지 두변의 차보다 커야하는 거 아닌가요? ??  ,"안녕하세요~ 채은쌤입니다~
 네, 맞아요.
삼각형의 세변에서 가장 작은 변의 길이는 나머지 두변의 차보다 커야합니다. (c>a-b)
주어진 문제 303번에서는 가장 긴변인 a의 범위가 8<a<12 라고 정해져 있기 때문에,"
서채은,"완강해서 재수강 중!!!!!!!!!
선생님 너무 재미있어서 계속 보게되요.
재수강 열심히해서 다시 완강해야지 ..ㅇㅅㅇ..","꺄~~~ 재수강씩이나!!
 우리 제자 진짜 짱인데!!
 수학을 잘하는 비법이 복습뿐이라는 사실을 너무 잘 알고 있구나!! ㅎㅎ"
서채은,"중2과정 예습을 하려고 하는데,
 개정된 교육과정 교재와 강의는 언제 쯤 나오는 지 알고 싶습니다.","안녕하세요~ 채은쌤입니다~
 이 강의는 재촬영하지 않아요~
내년에도 같은 강의 같은 교재예요~^^
 "
서채은,"선생님 안녕하세요?
제가  유형 익히기를 하고 있는데요.
p33 에서 181번,183번 같은 유형인데 이해가 안되요.... 설명해주세요. 
그리고 188번 설명해주세요.","안녕하세요~ 채은쌤입니다~
 33쪽 181번~
두 분수 4/3, 8/5 에 곱하려는 분수를 a/b 라고 놓을께요.
4/3, 8/5에 a/b를 곱했을 때, 4/3, 8/5 가 모두 자연수가 되려면, 두 분수의 분모 3과 5의 공배수인 15의 배수가 곱해져야 하겠지요."
서채은,"안녕하세요 선생님
p.31쪽의 174번 문제 알려주세요. ","안녕하세요~ 채은쌤입니다~
 31쪽 174번~
자~ 4,5,6 중 어느 것으로 나누어도 1이 부족하므로,
구하려는 수를 x 라고 하면, x+1은 4,5,6 의 공배수가 되겠죠~"
서채은,369번에요 어떻게 15곱하기11이 나오는거에요?? ,"안녕하세요~ 채은쌤입니다~~
 369번 문제는~
n각형의 한 꼭짓점에서 대각선을 모두 그었을 때 생기는 삼각형의 개수는 (n-2)개라는 공식을 이용하시면 빨리 구하실 구 있어요^^"
서채은,"1.46번에 5번인데요 만약에 5번에서 2×(3×5)가 아니라 15×(3×5)라고 했다면 정답인가요?
2.소인수분해를 이용하여 약수의 개수를 구할 때 지수를 곱! 하는 이유는 무엇인가요?","안녕하세요~ 채은쌤입니다~
 46번~
⑤(3x5)x(3x5)=15x(3x5) 라 하면, 계산은 맞아요~
하지만, 문제에서 원하는 답은 거듭제곱으로 표현된 수를 말하는 것이므로,"
서채은,"안녕하세요? 선생님
제가 틀린 문제 설명을 들었는데요.
14쪽의 54번 문제 풀이가 없어요. 설명해주세요. ","안녕하세요~ 채은쌤입니다~
 방송이다 보니, 시간관계상 교재에 있는 모든 문제를 풀어드리지 못해 쌤도 안타깝습니다.
울제자, 이해안되는 문제가 있다면, 여기에 질문 올려주시면, 쌤이 풀이 해드리겠습니다~
 "
서채은,"아 벌써............
벌써 완강이네용 ㅠㅠ 
아...선생님같은 선생님 어디서 다시 또뵐까요 ㅠㅠㅠ","안녕하세요 채은쌤입니다~
 와우~~ 울제자 벌써 완강했군요~
넘넘 대견하네요~
고생많았어요^^ 짝짝짝!!"
서채은,p.67 420번 문제 풀어주세요. ,"안녕하세요~ 채은쌤입니다~
 "
서채은,아래에서 강의 46번에 5번 질문하고 두 번째 질문을 했었는데 두 번째 질문에 답을 안해주셔서요ㅠ 두 번째 질문의 답 부탁드립니다! ,"안녕하세요~ 채은쌤입니다~
 에고,,,울제자 미안해요~
쌤이 두번째 질문을 지나쳤네요ㅜㅜ
 "
서채은,"선생님!! 썜강의듣다가 의문점이 생겼는데 각뿔대의
옆면이 사다리꼴인데 여기서는 사각형이라고하네요..
어떻게된거죠?...;;;;;
 ","안녕하세요~ 채은쌤입니다~
 울제자, 101쪽 604번 질문이죠~? 
각뿔대의 옆면은 사다리꼴이 맞아요.
 "
서채은,"HTML5 일반
<video class=""mpv_video"" id=""HTML5Player"" src=""http://midwstr.ebs.co.kr/ebsvod/mid/2018/10031434/m10/20180319_144331_m.mp4"" preload=""metadata"" autoplay=""""><track kind=""subtitles"" src=""http://mid.ebs.co.kr/premium/captionencodingtempFile?captionURL=http://farm.resources.ebs.co.kr/lcms/caption/2018/6/8/LS0000000010854315/28001997981061691_subscript.smi"" srclang=""ko"" label=""한글""></video>
 ","안녕하세요~ 채은쌤입니다~
 울제자, 질문은 없고, 강의가 재생되네요~
질문 확인하신 후 다시 올려주세요~
 "
